scale_m,sd_first_order,sd_monte_carlo,sd_ratio_mc_fo,mc_bias_deg,P_exceed_first_order,P_exceed_monte_carlo,P_exceed_diff_pp,wrapped_frac
0.5,0.38762159535298346,0.38765836060943576,1.0000948483182905,0.0010170603130843557,4.713277318249372e-05,4.984423676012461e-05,0.0002711463577630888,0.0
1.0,0.7752431907059669,0.7733682368942851,0.9975814636824164,0.0018173476581475362,0.036765487802946445,0.03666043613707165,-0.010505166587479464,0.0
2.0,1.5504863814119338,1.550287925062903,0.9998720038102816,0.0024996655226792682,0.2919521183609286,0.2920747663551402,0.012264799421157768,0.0
4.0,3.1009727628238677,3.0972541852125026,0.9988008351263367,0.002961036215919196,0.5973110508310783,0.5968598130841122,-0.04512377469660933,0.0
8.0,6.201945525647735,6.207813247261194,1.0009461098278263,-0.006037166945816005,0.791541954092142,0.7903925233644862,-0.11494307276558313,0.0
