landmark,radius_px,err_median,err_q95,err_max
ankle_inner,40.81304915460552,0.0012756773906727054,0.0021459735823151915,0.0027063882121024507
ankle_inner,54.28835233189814,0.0022588062059941127,0.0037950057284033695,0.004797476306382054
ankle_inner,72.21281575281994,0.003996178184211607,0.00671832092094217,0.008509464901795605
ankle_inner,96.0554250582169,0.007070115749170047,0.011894988411397411,0.015105891584460074
ankle_inner,127.77018299212939,0.012521617332357349,0.02098695255592478,0.026844924442081197
ankle_inner,169.95624819678739,0.02215702814708842,0.037179606993325565,0.047775484752550224
ankle_inner,226.07094726402102,0.03916701368169617,0.06584897410625046,0.0851885187308179
ankle_inner,300.7131172822503,0.06929940510616428,0.11685287909320474,0.15228672796727594
ankle_inner,400.0,0.12260332682011366,0.20690780565799383,0.27315212464979366
ankle_outer,1.0,7.649386304965644e-07,1.2894300490400197e-06,1.6158704699877069e-06
ankle_outer,1.330171439194516,1.3534200312441055e-06,2.281347104946159e-06,2.8591804505737756e-06
ankle_outer,1.7693560576488099,2.3946141821992034e-06,4.03624756479138e-06,5.059214725235822e-06
ankle_outer,2.3535468936502526,4.236757467583792e-06,7.1409289864763845e-06,8.952273621975343e-06
ankle_outer,3.130620858738539,7.496054000529807e-06,1.26333632030802e-05,1.5841457598635145e-05
ankle_outer,4.164262453240614,1.3262198349415014e-05,2.2349428671380143e-05,2.8033175860329995e-05
ankle_outer,5.539182980610754,2.346743505231806e-05,3.953921132876688e-05,4.9610078049683315e-05
ankle_outer,7.368062997280774,4.15304107085554e-05,6.997215799709605e-05,8.780004074122882e-05
ankle_outer,9.800786961168827,7.348689540376957e-05,0.00012383676396890073,0.00015540167788306858
ankle_outer,13.036726897376788,0.00013002345557904665,0.00021918453035426125,0.0002750836739146556
ankle_outer,17.341081779469537,0.00023007830410332053,0.00038782924946505204,0.00048701007671328456
ankle_outer,23.066611707786787,0.000407096126722184,0.0006861373203464957,0.0008623751613875408
ankle_outer,30.682548092687835,0.000720576706838616,0.00121464143326986,0.001527452861930123
ankle_outer,40.81304915460552,0.0012756773906727054,0.0021459735823151915,0.0027063882121024507
ankle_outer,54.28835233189814,0.0022588062059941127,0.0037950057284033695,0.004797476306382054
ankle_outer,72.21281575281994,0.003996178184211607,0.00671832092094217,0.008509464901795605
ankle_outer,96.0554250582169,0.007070115749170047,0.011894988411397411,0.015105891584460074
ankle_outer,127.77018299212939,0.012521617332357349,0.02098695255592478,0.026844924442081197
ankle_outer,169.95624819678739,0.02215702814708842,0.037179606993325565,0.047775484752550224
ankle_outer,226.07094726402102,0.03916701368169617,0.06584897410625046,0.0851885187308179
ankle_outer,300.7131172822503,0.06929940510616428,0.11685287909320474,0.15228672796727594
ankle_outer,400.0,0.12260332682011366,0.20690780565799383,0.27315212464979366
