landmark,budget_px_median,budget_px_max,actual_deg_median,err_deg_median,err_deg_q95,err_frac_tau
knee_outer,24.709491930425948,32.294619364029714,0.6653642007927942,0.0004201939028548596,0.0006963586915731401,0.0002577876704631041
femur_head,34.24412244166209,43.88819684970876,0.6653579867280826,0.000398930157402444,0.0005075599068134151,0.0002447424278542601
knee_inner,41.18248655070991,53.82436560671617,0.6653642007927942,0.0004201939028548596,0.0006963586915731401,0.0002577876704631041
ankle_inner,58.25131877030615,75.3783732341084,0.6654665358711895,0.0004130751496375096,0.0005194501889888678,0.0002534203372009261
ankle_outer,58.25131877030615,75.3783732341084,0.6654665358711895,0.0004130751496375096,0.0005194501889888678,0.0002534203372009261
ost_point,262.0638137861132,4643.955399491678,0.6382871507538823,0.0699023355987124,0.3071981119685404,0.042884868465467726
