quantile,equal_deg,weighted_deg,delta_deg,ci_lo,ci_hi
0.5,0.30726902580472704,0.37886141338467016,0.07159238757994313,-0.02160772759384577,0.13476705519434073
0.75,0.5974162844395745,0.643375400392692,0.045959115953117524,-0.11400738660298262,0.20816387602427255
0.9,0.8344728749298285,0.9491531665805334,0.11468029165070492,-0.06443238008652023,0.25614239499269564
0.95,1.0659697147231721,1.0919232936899332,0.025953578966761093,-0.17587332800206182,0.2355883872337508
