landmark,J_median,loc_err_rms,loc_err_q95,risk_mean,risk_q95,risk_share_%
knee_outer,0.026930732340825825,18.74135185771273,32.47955016252303,0.4266605039232629,0.850359065518371,29.287961610394152
femur_head,0.019432377471192055,22.25884568851341,40.17107422375641,0.3634092675036701,0.6969407729762512,24.94610252797911
knee_inner,0.016158439404495493,17.154316283480053,28.703143793534252,0.23194571823743676,0.44158542152741026,15.921833000635893
ankle_outer,0.011423684948319315,22.302612415246458,43.028834042539,0.21289407865569776,0.4551583854953644,14.614039840607669
ankle_inner,0.011423684948319315,16.938325692968505,29.87484487649885,0.16727623905477965,0.3357490500223562,11.482619137975435
ost_point,0.002539246849239583,22.96645618368638,39.40697843066867,0.05459192812943307,0.153097898681162,3.7474438824077336
