case_id,side,hemisphere,landmark,alpha_deg,alpha_signed_deg,Jx,Jy,J_norm,J_share
15_0,right,29,ost_point,5.635465851768154,5.635465851768154,-0.00039004506606969344,0.002424154911134203,0.0024553334166140016,0.02671386750891443
15_0,right,29,knee_outer,5.635465851768154,5.635465851768154,0.02805011069222195,-0.0006396037806217804,0.02805740192608877,0.3052627038862669
15_0,right,29,ankle_inner,5.635465851768154,5.635465851768154,-0.012295119383536059,-0.000927274943448797,0.012330036475053594,0.13414999305018854
15_0,right,29,ankle_outer,5.635465851768154,5.635465851768154,-0.012295119383536059,-0.000927274943448797,0.012330036475053594,0.13414999305018854
40_0,left,30,femur_head,4.317712472178059,-4.317712472178059,-0.019290126376018464,0.0006166402265035479,0.01929997981272793,0.23113309836033796
40_0,left,30,knee_inner,4.317712472178059,-4.317712472178059,0.015386727380464142,-0.0004918617365220246,0.015394586952840903,0.18436281358393936
40_0,left,30,ost_point,4.317712472178059,-4.317712472178059,-0.00036072076083819987,-0.0016055131705621083,0.0016455369968943522,0.01970665608198888
40_0,left,30,knee_outer,4.317712472178059,-4.317712472178059,0.025644545634106904,-0.000819769560870041,0.025657644921401507,0.3072713559732323
40_0,left,30,ankle_inner,4.317712472178059,-4.317712472178059,-0.010690212938857191,0.001150252120725313,0.010751917625211922,0.12876303800025074
40_0,left,30,ankle_outer,4.317712472178059,-4.317712472178059,-0.010690212938857191,0.001150252120725313,0.010751917625211922,0.12876303800025074
41_0,left,31,femur_head,0.7234129407711409,0.7234129407711409,-0.019038193888962836,0.0008264690515842775,0.01905612441308485,0.22446094238013206
41_0,left,31,knee_inner,0.7234129407711409,0.7234129407711409,0.01584127822584318,-0.0006876874070909319,0.015856197835497788,0.18676919984200965
41_0,left,31,ost_point,0.7234129407711409,0.7234129407711409,4.6595352928318484e-05,0.00029143487837343207,0.00029513626555720273,0.0034763923062988904
41_0,left,31,knee_outer,0.7234129407711409,0.7234129407711409,0.026402130376405302,-0.0011461456784848867,0.02642699639249631,0.31128199973668275
41_0,left,31,ankle_inner,0.7234129407711409,0.7234129407711409,-0.011625905033106983,0.0003579645778090545,0.01163141463785847,0.13700573286743842
41_0,left,31,ankle_outer,0.7234129407711409,0.7234129407711409,-0.011625905033106983,0.0003579645778090545,0.01163141463785847,0.13700573286743842
41_0,right,32,femur_head,2.522313672738593,2.522313672738593,-0.01918377490273947,-6.986290495787136e-06,0.01918377617486275,0.2216851467503812
41_0,right,32,knee_inner,2.522313672738593,2.522313672738593,0.016054748001893618,5.846770718826033e-06,0.01605474906652343,0.1855265287924084
41_0,right,32,ost_point,2.522313672738593,2.522313672738593,-0.0001549568647547482,0.0010311717845392224,0.0010427496723396396,0.01204987547964752
41_0,right,32,knee_outer,2.522313672738593,2.522313672738593,0.02675791333648936,9.744617864710054e-06,0.026757915110872377,0.30921088132068064
41_0,right,32,ankle_inner,2.522313672738593,2.522313672738593,-0.011736964785444379,-0.0005198884413134857,0.011748473363215016,0.13576378382844112
41_0,right,32,ankle_outer,2.522313672738593,2.522313672738593,-0.011736964785444379,-0.0005198884413134857,0.011748473363215016,0.13576378382844112
57_0,left,33,femur_head,2.0559965956830393,-2.0559965956830393,-0.016765455412031383,-0.0007296880353929257,0.01678132711682267,0.22524776489712028
